name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,source_file,distribution_generated
The Moon Restaurant,Restaurant,Restaurant,"M9CM+PP9, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6718046,85.3843867,4.1,8,0,0,2,4,2,105.0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,,1
Khadka Khaja Ghar and Sekuwa House,Fast food restaurant,Fast food restaurant,"M99H+73C, Unnamed Road, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6681756,85.3776471,5.0,1,0,0,0,0,1,91.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,1
Samsara Restro,Fast food restaurant,Fast food restaurant,"Thimi, Kathmandu 44600, Nepal",Kathmandu,27.6692896,85.3859474,4.1,225,0,2,42,122,59,84.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,,1
Daily See Us,Restaurant,Restaurant,"M978+VGR, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6647404,85.3662744,4.9,11,0,0,0,4,7,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,1
King Everest Restro,Restaurant,Restaurant,"M99J+99R, Anantalingeshwar, Nepal",Anantalingeshwar,27.6678954,85.3803369,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
ALX VARIETY FOOD,Restaurant,Restaurant,"Variety Food, New thimi ALX, Bhaktapur 44800, Nepal",Bhaktapur,27.6729441,85.3842916,4.2,71,0,0,11,38,22,94.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,,1
SanjaBunja (सजॅंबुजॅं),Restaurant,Restaurant,"Madhyapur Thimi 4, Bhaktapur 44600, Nepal",Bhaktapur,27.675553,85.3842259,4.4,33,0,0,3,16,14,84.0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,,1
Kausi Restaurant,Restaurant,Restaurant,"M988+H8X, F091, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6664796,85.3658737,4.1,70,0,1,13,38,18,78.1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
Duku Family Restaurant & Sekuwa Hub,Restaurant,Restaurant,"Thimi chowk, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.673066,85.3859269,3.9,42,0,1,11,22,8,94.5,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,,1
Banglamukhi Dairy and Bakery,Coffee shop,Coffee shop,"M99F+HCF, Unnamed Road, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6695821,85.3728553,4.6,55,0,0,3,24,28,107.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Ghumaowne chwok (RUPAK BOSS),Coffee shop,Coffee shop,"M96G+57H, Anantalingeshwar, Nepal",Anantalingeshwar,27.6604235,85.3757396,5.0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Sip Station,Coffee shop,Coffee shop,"M969+FWV Force park, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6612344,85.3698012,5.0,2,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Indreni food stick,Coffee shop,Coffee shop,"M9FP+65P, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6730043,85.3853889,4.6,15,0,0,1,6,8,98.0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,,1
Subin Khaja Ghar,Coffee shop,Coffee shop,"M98M+XMG, Anantalingeshwar, Nepal",Anantalingeshwar,27.667648,85.3842066,0.0,0,0,0,0,0,0,98.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
The Baristas Coffee School (Bhaktapur Branch),Coffee shop,Coffee shop,"Bhaktapur 44800, Nepal",Bhaktapur,27.6744504,85.3692713,4.8,444,0,0,15,158,271,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Kuraute toll,Coffee shop,Coffee shop,"M96G+6JM, Anantalingeshwar, Nepal",Anantalingeshwar,27.6606929,85.3767749,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Foodies Cafe,Cafe,Cafe,"M97F+X3H, Unnamed Road, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6649422,85.3727468,0.0,0,0,0,0,0,0,72.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Paragon food Cafe,Fast food restaurant,Fast food restaurant,"M99P+8FF, Anantalingeshwar, Nepal",Anantalingeshwar,27.6682452,85.3861734,5.0,6,0,0,0,0,6,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Namaste khaja ghar,Restaurant,Restaurant,"M98F+M9G, Brihaspati Marg, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6666809,85.3734376,5.0,2,0,0,0,0,2,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Chinese And Tandoori Cafe,Chicken restaurant,Chicken restaurant,"M97P+XHC, Anantalingeshwar, Nepal",Anantalingeshwar,27.6649378,85.3863822,3.8,4,0,1,1,0,2,70.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0
Friend’s Hub Snooker House and cafe,Restaurant,Restaurant,"Changunarayan 44600, Nepal",Changunarayan,27.710106,85.4153028,4.2,5,0,0,2,0,3,99.0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,,0
The Squad House Cafe,Coffee shop,Coffee shop,"PC77+HHG, Unnamed Road, Changunarayan 44600, Nepal",Changunarayan,27.7139489,85.4139533,4.4,11,0,0,1,5,5,0.0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,,1
Ganesh chok,Coffee shop,Coffee shop,"PC79+MHQ, Changunarayan 44600, Nepal",Changunarayan,27.7142335,85.4188742,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
Urban delight cafe,Cafe,Cafe,"MCM6+9GM, Changunarayan, Nepal",Changunarayan,27.6833406,85.4112888,4.8,12,0,0,1,4,7,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Friends pizza & burger,Restaurant,Restaurant,"M97P+XG5, Unnamed Road, Anantalingeshwar, Nepal",Anantalingeshwar,27.6648993,85.3863668,4.0,2,0,0,1,0,1,91.0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,,0
Kallaiya sekuwa & Tas center,Restaurant,Restaurant,"M99P+4JF, Thimi-Biruwa Rd, Anantalingeshwar, Nepal",Anantalingeshwar,27.667801,85.3865525,0.0,0,0,0,0,0,0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Unique Bakery Shop,Bakery,Bakery,"M98M+QJ6, Anantalingeshwar, Nepal",Anantalingeshwar,27.6668016,85.3841064,5.0,2,0,0,0,0,2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Suravi Dairy,Bakery,Bakery,"M98F+JG9, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6665326,85.3738727,5.0,2,0,0,0,0,2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Hotel Blue Sky,Coffee shop,Coffee shop,"M96J+MGP, Anantalingeshwar, Nepal",Anantalingeshwar,27.6617372,85.381326,0.0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,,0
Suresh Shrestha Khaja Ghar,Coffee shop,Coffee shop,"M96J+VG2, Anantalingeshwar, Nepal",Anantalingeshwar,27.6623348,85.3813702,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
The chapter 1 Griha,Coffee shop,Coffee shop,"MCV8+G3H, Sallaghari- Duwakot Rd, Changunarayan, Nepal",Changunarayan,27.6938018,85.4152285,5.0,1,0,0,0,0,1,105.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Timal jaksan tea coffee and kirana shop,Coffee shop,Coffee shop,"M9FH+8J8, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6732766,85.3790923,5.0,2,0,0,0,1,1,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
C.B. Coffee Shop,Coffee shop,Coffee shop,"M9CM+MW2, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6716327,85.3847579,3.7,31,0,1,11,15,4,98.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,,1
CR7 chiya ghar,Cafe,Cafe,"M97C+WP8, Suriyaviynak-2, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6647937,85.3718426,4.3,15,0,0,2,8,5,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
R K Dairy and Bakery Coffee Shop,Bakery,Bakery,"M99F+CF8, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6685907,85.3738497,5.0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Eden's Organic Juice & fruits centre,Coffee shop,Coffee shop,"M99Q+G7J, Anantalingeshwar, Nepal",Anantalingeshwar,27.6687117,85.3881329,4.3,6,0,0,1,3,2,105.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Matka,Coffee shop,Coffee shop,"M988+4V9, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6650427,85.3676507,5.0,4,0,0,0,1,3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Readers Hub,Coffee store,Coffee store,"F091, Madhyapur Thimi 44602, Nepal",Madhyapur Thimi,27.6745681,85.3671589,4.3,300,0,1,37,154,108,94.5,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,,1
Turning khaja ghar,Tea store,Tea store,"Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.665344,85.3747349,3.7,6,1,0,1,2,2,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Balkot,Bakery,Bakery,"M97H+97Q, Anantalingeshwar, Nepal",Anantalingeshwar,27.6634556,85.3782481,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Loko matka chiya,Coffee shop,Coffee shop,"Mulpani Football Ground, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.7152652,85.4061913,5.0,2,0,0,0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
ARC - Arju Restro And Cafe,Restaurant,Restaurant,"M9CG+7G2, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6706293,85.376281,4.8,12,0,0,1,4,7,98.0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
"Chicken Hub and Crunchy Fried Chicken, Balkot",Chicken restaurant,Chicken restaurant,"Copper House, F091, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6686449,85.3654345,4.3,346,0,2,42,178,124,91.0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
BDS Restaurant and Kimchi Jhol momo,Fast food restaurant,Fast food restaurant,"M99P+M7M, Anantalingeshwar, Nepal",Anantalingeshwar,27.6692062,85.3856611,3.5,8,0,1,3,3,1,54.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,1
Pranisha Khaja Ghar,Fast food restaurant,Fast food restaurant,"M99G+RJH, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6694942,85.3765347,4.0,2,0,0,1,1,0,0.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,1
Open Hut cafe,Fast food restaurant,Fast food restaurant,"M9CJ+3WC, Anantalingeshwar, Nepal",Anantalingeshwar,27.6704713,85.3824632,4.3,9,0,0,1,5,3,98.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Dakshin Barahi Fast Food and Resutrant,Restaurant,Restaurant,"M99P+J9V, Thimi-Biruwa Rd, Anantalingeshwar, Nepal",Anantalingeshwar,27.6691076,85.3859252,3.4,21,0,2,10,8,1,99.75,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,,1
Dakshin Barahi Mo:Mo & Food Corner,Fast food restaurant,Fast food restaurant,"M9FP+652, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6730017,85.3853751,3.9,89,0,2,23,48,16,60.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,,1
Adhikari pani puri and chatpat center,Fast food restaurant,Fast food restaurant,"M99P+Q9H, Anantalingeshwar, Nepal",Anantalingeshwar,27.6694454,85.385985,3.8,12,0,0,4,6,2,42.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Lumbini Tandoori Bhojnalaya and Fast Food,Fast food restaurant,Fast food restaurant,"3 Gatthaghar Rd, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6736437,85.3738705,3.0,3,0,1,1,1,0,91.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Valley stick food,Fast food restaurant,Fast food restaurant,"M98Q+8MF, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6658125,85.3891875,4.5,2,0,0,0,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Gaatha Restro and fast food,Fast food restaurant,Fast food restaurant,"Balkumari Colony, Araniko Highway, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6716941,85.3880955,3.0,1,0,0,1,0,0,77.0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,,1
चाट हाउस 111,Fast food restaurant,Fast food restaurant,"M9FF+JHW, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6741078,85.3739408,3.7,47,0,2,16,23,6,98.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,1
Balkot Highway Fast Food,Fast food restaurant,Fast food restaurant,"M988+X7M, F091, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6674592,85.3656799,4.1,7,0,0,1,4,2,91.0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,,1
ABA Fast Food Cafe,Restaurant,Restaurant,"M9FJ+7J7 Tuberculosis Hospital Bus Stop, Araniko Highway, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6731697,85.3815567,3.3,7,0,1,4,2,0,112.0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,1
Ohmsahi dalmot factory,Bakery,Bakery,"M99J+5R5, Suryabinayak, Nepal",Suryabinayak,27.6678466,85.3821615,5.0,1,0,0,0,0,1,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Gufa Cafe,Breakfast restaurant,Breakfast restaurant,"MCQ7+83F, Changunarayan, Nepal",Changunarayan,27.6883099,85.4126701,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0
MOMO CAFE,Fast food restaurant,Fast food restaurant,"Anantalingeshwar, Nepal",Anantalingeshwar,27.6709016,85.3842039,3.9,27,0,1,7,14,5,91.0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,,1
Hosanna Tapari Momo,Fast food restaurant,Fast food restaurant,"M9FF+MM9, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6741639,85.3742498,3.6,311,0,17,121,144,29,91.0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,,1
La Reina Liquor Store,Bar,Bar,"M98M+C6P, Anantalingeshwar, Nepal",Anantalingeshwar,27.6660787,85.3830871,4.5,2,0,0,0,1,1,89.78,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,1
Hookah station,Bar,Bar,"M978+MWV, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6642441,85.367297,2.3,3,0,2,1,0,0,168.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,,1
Umakunda Bakery Udhyog,Bakery,Bakery,"M99J+WR9, Anantalingeshwar, Nepal",Anantalingeshwar,27.6697768,85.3821041,4.4,15,0,0,2,7,6,105.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Tapaiko fresh bakery and cake shop,Bakery,Bakery,"Bhaktapur, Nepal",Bhaktapur,27.6711052,85.3829232,5.0,2,0,0,0,1,1,104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Aroma Bakery,Bakery,Bakery,"4 Daksin Barahi Marg, Bhaktapur, Nepal",Bhaktapur,27.669833,85.3859192,4.3,6,0,0,1,3,2,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Sijan Bakery,Bakery,Bakery,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6718831,85.3782443,5.0,1,0,0,0,0,1,101.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Bread Box Bakery and Cafe,Bakery,Bakery,"M988+5GC, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6653898,85.366322,4.6,11,0,0,1,5,5,98.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Cake Snow Bakery & Coffee Shop,Bakery,Bakery,"M989+28W, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6650324,85.3682898,5.0,5,0,0,0,1,4,101.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Friendship Bakery Cafe Fast Food,Bakery,Bakery,"M9FP+25M, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.67259,85.38543,4.0,11,0,0,3,6,2,91.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Dhaneshwar Dairy,Bakery,Bakery,"M99G+4CC, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6678072,85.3760296,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Hamro Chiya Station,Tea house,Tea house,"Bhaktapur 44800, Nepal",Bhaktapur,27.6655155,85.3662752,5.0,8,0,0,0,2,6,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Asar,Bar,Bar,"M9CG+7PJ, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6708943,85.3762267,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0
Ghimire Chowk,Tea store,Tea store,"M97M+H67, Anantalingeshwar 44800, Nepal",Anantalingeshwar,27.6639375,85.3830625,4.2,9,0,0,1,5,3,168.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Deepen KhajaGhar,Tea store,Tea store,"M96G+57H, Anantalingeshwar, Nepal",Anantalingeshwar,27.6601844,85.3746558,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Dhanusha Sweet And Chat House,Dessert shop,Dessert shop,"M9FP+567, Biruwa Sadak, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.672922,85.38556,3.9,8,0,0,2,4,2,105.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1
Joti baral,Bakery,Bakery,"MF23+JW2, Suryabinayak, Nepal",Suryabinayak,27.6515135,85.4547728,1.0,1,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bhadgaun cake factory,Bakery,Bakery,"MF24+Q5Q, Bhaktapur, Nepal",Bhaktapur,27.6519635,85.4554825,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Magar Coffe Shop,Coffee shop,Coffee shop,"JFV9+FWP, Araniko Highway, Suryabinayak, Nepal",Suryabinayak,27.6437091,85.4698301,4.0,77,0,1,17,42,17,0.0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,,1
KFA Cafe(Kir Food Aqui),Cafe,Cafe,"Birendra Chowk, Kadaghari Birendra Chowk, Nepal",Kageshwori Manohara,27.6987513,85.373739,4.5,21,0,0,1,10,10,98.0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,,1
Ramesh Dai ko Chiya pasal,Cafe,Cafe,"Bhaktapur 44800, Nepal",Bhaktapur,27.643766,85.465191,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
भू. पु. सैनिक खाजा घर एण्ड सेकुवा कर्नर,Restaurant,Restaurant,"JFWC+844, Araniko Highway, Suryabinayak, Nepal",Suryabinayak,27.6457577,85.4703245,5.0,1,0,0,0,0,1,0.0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,,1
Tripura Mo:Mo Food Center,Dumpling restaurant,Dumpling restaurant,"JFW8+MF6, Suryabinayak, Nepal",Suryabinayak,27.6466718,85.4661538,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Palisade Resort,Restaurant,Restaurant,"Araniko Highway, Suryabinayak 44805, Nepal",Suryabinayak,27.6479316,85.4655629,4.2,55,0,1,8,29,17,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Samjhana Khaja Ghar,Restaurant,Restaurant,"Amar Singh Chowk, Kageshwori Manohara, Nepal",Kageshwori Manohara,27.7013691,85.3855525,2.0,1,0,1,0,0,0,0.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,1
Amarsinghchowk Hotel,Coffee shop,Coffee shop,"P92P+M63, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.7015551,85.3855875,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
Cellsanasar Photo Studio,Internet cafe,Internet cafe,"P92P+V75, Kathmandu 44600, Nepal",Kathmandu,27.7021453,85.3857197,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Seabird Resort,Restaurant,Restaurant,"JFW8+452, Suryabinayak, Nepal",Suryabinayak,27.645253,85.4653939,3.3,12,4,0,1,2,5,84.0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,,0
Palansey Tower Restro & Lodge,Restaurant,Restaurant,"Palase-11, Bhaktpur, Araniko Highway, Suryabinayak, Nepal",Suryabinayak,27.6459916,85.4659724,3.8,44,0,1,13,23,7,0.0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,,1
New Durga fal ful tatha holsel fasal,Bakery,Bakery,"MCHR+GM8, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6787577,85.4416475,1.0,1,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
thecho,Bakery,Bakery,"MCHV+263, Thecho 44700, Nepal",Thecho,27.6775186,85.4430343,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bikers Snooker House,Restaurant,Restaurant,"Suryabinayak 2, 44800, Nepal",Anantalingeshwar,27.664614,85.3663413,4.2,81,2,1,16,21,41,96.0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,,0
The Queen Restro And Bar,Restaurant,Restaurant,"M979+83H, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.663305,85.3677408,4.0,4,1,0,0,0,3,87.5,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,,0
Gatthaghar top liquor shop,Bar,Bar,"M9FF+F9J, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6737008,85.373399,5.0,7,0,0,0,2,5,91.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,1
Brotherhood Liquor Shop,Bar,Bar,"M9F7+8XJ, Hanumante Chowk Bus Stop, F091, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6733387,85.364884,5.0,1,0,0,0,0,1,90.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,1
Bisauni Restro,Restaurant,Restaurant,"Gatthaghar marga, Bhaktapur 44800, Nepal",Bhaktapur,27.6767413,85.375151,4.1,27,0,0,5,15,7,0.0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
Jojolapa Khaja Ghar,Nepalese restaurant,Nepalese restaurant,"M9GF+5WJ, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6754617,85.3747703,5.0,3,0,0,0,1,2,0.0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
Bajeko Sekuwa Gatthaghar,Barbecue restaurant,Barbecue restaurant,"Araniko Highway, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6743794,85.3707034,3.8,288,0,8,87,150,43,84.0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
Gatthaghar Food Cafe,Family restaurant,Family restaurant,"गट्ठाघर मार्केट, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.674598,85.3742549,3.3,24,0,3,12,8,1,91.0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,,1
Restaurant,Restaurant,Restaurant,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6746778,85.3653104,3.6,27,0,1,11,13,2,94.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,,1
M2 Restaurant & Bar,Restaurant,Restaurant,"M9F8+V6C, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6746946,85.3655019,4.3,3,0,0,0,2,1,84.0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,,1
Yomari Cafe,Restaurant,Restaurant,"M9FF+P86, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6742924,85.3732771,4.4,9,0,0,1,4,4,168.0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
Koila Multi Cuisine Restaurant - Gatthaghar,Fast food restaurant,Fast food restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6742127,85.3727102,3.7,70,0,3,24,35,8,84.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,,1
Universal Star Foodland,Restaurant,Restaurant,"M9FF+JWJ, गट्ठाघर मार्ग, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6740956,85.3747591,3.2,44,0,7,23,13,1,98.0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,,1
Purbeli bhanchha ghar.& थकाली खाना।,Restaurant,Restaurant,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6736555,85.3737886,3.3,43,0,5,21,15,2,84.5,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,,1
Junction Cafe And Restaurant,Restaurant,Restaurant,"Gatthaghar Marg, Kathmandu 44600, Nepal",Kathmandu,27.6743329,85.3719916,3.7,3,0,0,1,2,0,98.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
